Index,Preferred_scientific_name,International_common_name,Plant_pest,Domain,Kingdon,Phylum,Class,Order,Family,Datasheet_URL
814,Typha latifolia, broadleaf cattail, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Typhales, Typhaceae, https://www.cabi.org/isc/datasheet/54297
815,Typha x glauca, hybrid cattail, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Typhales, Typhaceae, https://www.cabi.org/isc/datasheet/107745
816,Urochloa decumbens, signal grass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/9665
817,Urochloa distachya, signal grass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/9664
818,Urochloa mutica, para grass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/9667
819,Urochloa panicoides, liverseed grass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/55773
820,Urochloa platyphylla, broadleaf signalgrass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/9669
821,Urochloa reptans, sprawling signalgrass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/9671
822,Vallisneria spiralis, eelweed, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Hydrocharitales, Hydrocharitaceae, https://www.cabi.org/isc/datasheet/56573
823,Ventenata dubia, North Africa grass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/117772
824,Vulpia bromoides, squirreltail fescue, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/117873
825,Vulpia myuros, annual fescue, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/117880
826,Xanthosoma sagittifolium, elephant ear, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Arales, Araceae, https://www.cabi.org/isc/datasheet/56989
827,Xyris complanata, yellow-eyed grass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Commelinales, Xyridaceae, https://www.cabi.org/isc/datasheet/121172
828,Yucca aloifolia, Spanish bayonet, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Liliales, Agavaceae, https://www.cabi.org/isc/datasheet/55526
829,Zingiber montanum, cassumunar ginger, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Zingiberales, Zingiberaceae, https://www.cabi.org/isc/datasheet/57536
830,Zingiber officinale, ginger, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Zingiberales, Zingiberaceae, https://www.cabi.org/isc/datasheet/57537
831,Zingiber zerumbet, shampoo ginger, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Zingiberales, Zingiberaceae, https://www.cabi.org/isc/datasheet/57539
832,Zoysia matrella, Manila grass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/57628
833,Campylopus introflexus, , No, Eukaryota, Plantae, Streptophyta, Bryopsida, Dicranales, Dicranaceae, https://www.cabi.org/isc/datasheet/108875
834,Microlaena stipoides," ""meadow rice grass", No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/114040
835,Mimosa pudica, sensitive plant, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/34202
836,Muntingia calabura, Jamaica cherry, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Malvales, Tiliaceae, https://www.cabi.org/isc/datasheet/35164
837,Myriophyllum heterophyllum, broadleaf watermilfoil, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Haloragidales, Haloragidaceae, https://www.cabi.org/isc/datasheet/34940
838,Nelsonia canescens, blue pussyleaf, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Scrophulariales, Acanthaceae, https://www.cabi.org/isc/datasheet/120146
839,Nicotiana plumbaginifolia, Tex-Mex tobacco, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Solanaceae, https://www.cabi.org/isc/datasheet/109895
840,Nicotiana tabacum, tobacco, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Solanaceae, https://www.cabi.org/isc/datasheet/36326
841,Ocimum gratissimum, African basil, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Lamiales, Lamiaceae, https://www.cabi.org/isc/datasheet/115839
842,Odontonema cuspidatum, Cardinal’s guard, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Scrophulariales, Acanthaceae, https://www.cabi.org/isc/datasheet/120147
843,Oldenlandia corymbosa, flat-top mille graines, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Gentianales, Rubiaceae, https://www.cabi.org/isc/datasheet/120125
844,Opuntia engelmannii, cactus apple, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Cactaceae, https://www.cabi.org/isc/datasheet/115969
845,Opuntia monacantha, common prickly pear, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Cactaceae, https://www.cabi.org/isc/datasheet/120172
846,Opuntia stricta, erect prickly pear, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Cactaceae, https://www.cabi.org/isc/datasheet/37728
847,Orobanche minor, common broomrape, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Scrophulariales, Orobanchaceae, https://www.cabi.org/isc/datasheet/37746
848,Orobanche ramosa, branched broomrape, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Scrophulariales, Orobanchaceae, https://www.cabi.org/isc/datasheet/37747
849,Oxalis corniculata, creeping woodsorrel, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Geraniales, Oxalidaceae, https://www.cabi.org/isc/datasheet/38154
850,Parthenium hysterophorus, parthenium weed, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/45573
851,Passiflora edulis, passionfruit, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Violales, Passifloraceae, https://www.cabi.org/isc/datasheet/38799
852,Passiflora foetida, red fruit passion flower, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Violales, Passifloraceae, https://www.cabi.org/isc/datasheet/38800
853,Passiflora ligularis, sweet granadilla, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Violales, Passifloraceae, https://www.cabi.org/isc/datasheet/116173
854,Passiflora tarminiana, banana passionfruit, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Violales, Passifloraceae, https://www.cabi.org/isc/datasheet/119428
855,Pentas lanceolata, Egyptian starcluster, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Gentianales, Rubiaceae, https://www.cabi.org/isc/datasheet/120131
856,Persicaria chinensis, Chinese knotweed, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Polygonales, Polygonaceae, https://www.cabi.org/isc/datasheet/118915
857,Persicaria wallichii, Himalayan knotweed, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Polygonales, Polygonaceae, https://www.cabi.org/isc/datasheet/120210
858,Phyllanthus urinaria, leafflower, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Euphorbiales, Euphorbiaceae, https://www.cabi.org/isc/datasheet/46061
859,Piper aduncum, spiked pepper, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Piperales, Piperaceae, https://www.cabi.org/isc/datasheet/41354
860,Plantago coronopus, Buck's-horn plantain, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Plantaginales, Plantaginaceae, https://www.cabi.org/isc/datasheet/109678
861,Plantago lanceolata, ribwort plantain, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Plantaginales, Plantaginaceae, https://www.cabi.org/isc/datasheet/41813
862,Plantago major, broad-leaved plantain, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Plantaginales, Plantaginaceae, https://www.cabi.org/isc/datasheet/41814
863,Pluchea indica, Indian camphorweed, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/116400
864,Polycarpon tetraphyllum, fourleaf allseed, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Caryophyllaceae, https://www.cabi.org/isc/datasheet/116427
865,Polygonum arenastrum, common knotweed, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Polygonales, Polygonaceae, https://www.cabi.org/isc/datasheet/121176
866,Portulaca oleracea, purslane, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Portulacaceae, https://www.cabi.org/isc/datasheet/43609
867,Portulaca pilosa, kiss-me-quick, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Portulacaceae, https://www.cabi.org/isc/datasheet/116493
868,Pseudogynoxys chenopodioides, Mexican flamevine, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/120133
869,Psidium cattleianum, strawberry guava, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Myrtales, Myrtaceae, https://www.cabi.org/isc/datasheet/45135
870,Ruellia simplex, Mexican petunia, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Scrophulariales, Acanthaceae, https://www.cabi.org/isc/datasheet/110307
871,Rumex acetosella, sheep's sorrel, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Polygonales, Polygonaceae, https://www.cabi.org/isc/datasheet/48056
872,Salix cinerea, grey sallow, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Salicales, Salicaceae, https://www.cabi.org/isc/datasheet/48540
873,Salsola kali, common saltwort, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Chenopodiaceae, https://www.cabi.org/isc/datasheet/50297
874,Salsola paulsenii, barbwire Russian thistle, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Chenopodiaceae, https://www.cabi.org/isc/datasheet/116867
875,Salsola vermiculata, Mediterranean saltwort, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Chenopodiaceae, https://www.cabi.org/isc/datasheet/48244
876,Securigera varia, crown vetch, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/17598
877,Senecio glastifolius, holly-leaved senecio, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/117070
878,Senecio jacobaea, common ragwort, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/49558
879,Senecio madagascariensis, fireweed, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/49565
880,Senecio vulgaris, , Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/49571
881,Senna obtusifolia, sicklepod, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/49593
882,Sesbania punicea, red sesbania, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/49464
883,Sicyos angulatus, burcucumber, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Violales, Cucurbitaceae, https://www.cabi.org/isc/datasheet/49978
884,Sida acuta, sida, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Malvales, Malvaceae, https://www.cabi.org/isc/datasheet/49985
885,Silene gallica, common catchfly, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Caryophyllaceae, https://www.cabi.org/isc/datasheet/117143
886,Silene latifolia subsp. alba, white campion, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Caryophyllaceae, https://www.cabi.org/isc/datasheet/33165
887,Sisymbrium irio, , No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Capparidales, Brassicaceae, https://www.cabi.org/isc/datasheet/50196
888,Solanum elaeagnifolium, silverleaf nightshade, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Solanaceae, https://www.cabi.org/isc/datasheet/50516
889,Solanum rostratum, prickly nightshade, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Solanaceae, https://www.cabi.org/isc/datasheet/50544
890,Solanum sisymbriifolium, sticky nightshade, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Solanaceae, https://www.cabi.org/isc/datasheet/117241
891,Solidago canadensis, Canadian goldenrod, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/50599
892,Solidago gigantea, giant goldenrod, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/50575
893,Solidago nemoralis, grey goldenrod, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/50601
894,Solidago sempervirens, seaside goldenrod, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/117252
895,Soliva sessilis, , No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/108899
896,Sonchus asper, spiny sow-thistle, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/110319
897,Sonchus oleraceus, common sowthistle, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/50584
898,Spartium junceum, Spanish broom, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/51145
899,Spermacoce verticillata, shrubby false buttonwood, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Gentianales, Rubiaceae, https://www.cabi.org/isc/datasheet/9479
900,Sphagneticola trilobata, wedelia, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/56714
901,Spiraea chamaedryfolia, germander meadowsweet, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Rosales, Rosaceae, https://www.cabi.org/isc/datasheet/121882
902,Stachys arvensis, staggerweed, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Lamiales, Lamiaceae, https://www.cabi.org/isc/datasheet/51330
903,Stachytarpheta cayennensis, blue snakeweed, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Lamiales, Verbenaceae, https://www.cabi.org/isc/datasheet/117322
904,Striga asiatica, witch weed, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Scrophulariales, Orobanchaceae, https://www.cabi.org/isc/datasheet/51786
905,Symphyotrichum novi-belgii, New York aster, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/7557
906,Tabebuia heterophylla, pink trumpet tree, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Scrophulariales, Bignoniaceae, https://www.cabi.org/isc/datasheet/52567
907,Tagetes erecta, Mexican marigold, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/52641
908,Tamarix ramosissima, saltcedar, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Tamaricales, Tamaricaceae, https://www.cabi.org/isc/datasheet/52503
909,Tetragonia tetragonioides, New Zealand spinach, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Aizoaceae, https://www.cabi.org/isc/datasheet/52942
910,Tibouchina herbacea, cane tibouchina, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Myrtales, Melastomataceae, https://www.cabi.org/isc/datasheet/117534
911,Tithonia diversifolia, Mexican sunflower, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/54020
912,Tithonia rotundifolia, red sunflower, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/120140
913,Trachelospermum jasminoides, star-jasmine, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Gentianales, Apocynaceae, https://www.cabi.org/isc/datasheet/52837
914,Triumfetta rhomboidea, diamond burbark, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Malvales, Tiliaceae, https://www.cabi.org/isc/datasheet/54903
915,Triumfetta semitriloba, burweed, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Malvales, Tiliaceae, https://www.cabi.org/isc/datasheet/54905
916,Urena sinuata, bur mallow, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Malvales, Malvaceae, https://www.cabi.org/isc/datasheet/119268
917,Urtica dioica, stinging nettle, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Urticales, Urticaceae, https://www.cabi.org/isc/datasheet/55911
918,Utricularia gibba, , No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Scrophulariales, Lentibulariaceae, https://www.cabi.org/isc/datasheet/117747
919,Vicia villosa, hairy vetch, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/56371
920,Viguiera dentata, sunflower goldeneye, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/120420
921,Xanthium spinosum, bathurst burr, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/56863
922,Youngia japonica, oriental false hawksbeard, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/117921
923,Zinnia peruviana, Peruvian zinnia, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/120142
924,Morella faya, firetree, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Myricales, Myricaceae, https://www.cabi.org/isc/datasheet/35490
925,Morinda citrifolia, Indian mulberry, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Gentianales, Rubiaceae, https://www.cabi.org/isc/datasheet/34854
926,Nymphoides peltata, yellow floating-heart, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Menyanthaceae, https://www.cabi.org/isc/datasheet/107746
927,Olea europaea subsp. europaea, European olive, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Oleales, Oleaceae, https://www.cabi.org/isc/datasheet/37336
928,Onopordum acanthium, scotch thistle, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/37456
929,Onopordum illyricum, Illyrian thistle, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/37458
930,Opuntia ficus-indica, prickly pear, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Cactaceae, https://www.cabi.org/isc/datasheet/37714
931,Paederia foetida, skunkvine, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Gentianales, Rubiaceae, https://www.cabi.org/isc/datasheet/38458
932,Parkinsonia aculeata, Mexican palo-verde, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/38519
933,Parthenocissus quinquefolia, Virginia creeper, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Rhamnales, Vitaceae, https://www.cabi.org/isc/datasheet/44676
934,Pastinaca sativa, parsnip, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Apiales, Apiaceae, https://www.cabi.org/isc/datasheet/39028
935,Paulownia tomentosa, paulownia, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Scrophulariales, Scrophulariaceae, https://www.cabi.org/isc/datasheet/39100
936,Physalis peruviana, Cape gooseberry, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Solanaceae, https://www.cabi.org/isc/datasheet/40713
937,Pilosella aurantiaca, orange hawkweed, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/27160
938,Pilosella caespitosa, yellow hawkweed, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/27161
939,Pilosella officinarum, mouse-ear hawkweed, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/27162
940,Pithecellobium dulce, Manila tamarind, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/41187
941,Pittosporum undulatum, Australian cheesewood, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Pittosporales, Pittosporaceae, https://www.cabi.org/isc/datasheet/45705
942,Populus alba, silver-leaf poplar, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Salicales, Salicaceae, https://www.cabi.org/isc/datasheet/43426
943,Populus nigra, black poplar, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Salicales, Salicaceae, https://www.cabi.org/isc/datasheet/43535
944,Prosopis glandulosa, honey mesquite, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/44439
945,Prosopis juliflora, mesquite, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/43942
946,Prosopis pallida, mesquite, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/44447
947,Prosopis velutina, velvet mesquite, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/44457
948,Prunus campanulata, Taiwan cherry, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Rosales, Rosaceae, https://www.cabi.org/isc/datasheet/44268
949,Prunus serotina, black cherry, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Rosales, Rosaceae, https://www.cabi.org/isc/datasheet/44360
950,Psidium guajava, guava, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Myrtales, Myrtaceae, https://www.cabi.org/isc/datasheet/45141
951,Pueraria montana var. lobata, kudzu, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/45903
952,Rhamnus cathartica, buckthorn, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Rhamnales, Rhamnaceae, https://www.cabi.org/isc/datasheet/46996
953,Rhaponticum repens, Russian knapweed, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/2946
954,Rhizophora mangle, red mangrove, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Rhizophorales, Rhizophoraceae, https://www.cabi.org/isc/datasheet/47509
955,Rhus typhina, staghorn sumac, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Sapindales, Anacardiaceae, https://www.cabi.org/isc/datasheet/47400
956,Robinia pseudoacacia, black locust, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/47698
957,Rosa rugosa, rugosa rose, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Rosales, Rosaceae, https://www.cabi.org/isc/datasheet/47835
958,Rubus argutus, sawtooth blackberry, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Rosales, Rosaceae, https://www.cabi.org/isc/datasheet/118973
959,Rubus ellipticus, yellow Himalayan raspberry, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Rosales, Rosaceae, https://www.cabi.org/isc/datasheet/47994
960,Rubus fruticosus, blackberry, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Rosales, Rosaceae, https://www.cabi.org/isc/datasheet/47995
961,Rubus niveus, Mysore raspberry, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Rosales, Rosaceae, https://www.cabi.org/isc/datasheet/107939
962,Rubus parviflorus, thimbleberry, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Rosales, Rosaceae, https://www.cabi.org/isc/datasheet/48013
963,Rudbeckia laciniata, cutleaf coneflower, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/48032
964,Rumex obtusifolius, broad-leaved dock, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Polygonales, Polygonaceae, https://www.cabi.org/isc/datasheet/48064
965,Salix fragilis, crack willow, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Salicales, Salicaceae, https://www.cabi.org/isc/datasheet/48577
966,Schefflera actinophylla, umbrella tree, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Araliales, Araliaceae, https://www.cabi.org/isc/datasheet/48920
967,Schinus terebinthifolius, Brazilian pepper tree, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Sapindales, Anacardiaceae, https://www.cabi.org/isc/datasheet/49031
968,Solanum viarum, tropical soda apple, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Solanaceae, https://www.cabi.org/isc/datasheet/50562
969,Spathodea campanulata, African tulip tree, Yes, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Scrophulariales, Bignoniaceae, https://www.cabi.org/isc/datasheet/51139
970,Syzygium jambos, rose apple, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Myrtales, Myrtaceae, https://www.cabi.org/isc/datasheet/52443
971,Tamarix aphylla, athel, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Tamaricales, Tamaricaceae, https://www.cabi.org/isc/datasheet/52483
972,Tamarix chinensis, five-stamen tamarisk, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Tamaricales, Tamaricaceae, https://www.cabi.org/isc/datasheet/52487
973,Tamarix parviflora, small-flower tamarisk, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Tamaricales, Tamaricaceae, https://www.cabi.org/isc/datasheet/52499
974,Tecoma stans, yellow bells, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Scrophulariales, Bignoniaceae, https://www.cabi.org/isc/datasheet/52951
975,Tephrosia candida, white tephrosia, No, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/53243
